id,author_id,created_at,text,retweets,likes,query,collected_at,clean_text,sentiment
1973460813785804865,1857448560683319296,2025-10-01 18:51:37+00:00,"@SenBlumenthal No, nazi, that was you. You shut down the government because we don’t want to pay for you to murder and commit terrorism.",0,0,terrorism OR extremist,2025-10-01T18:51:51.873533,nazi shut government not want pay murder commit terrorism,Positive
1973460810413621472,281770411,2025-10-01 18:51:36+00:00,"@DiabloB42924 @Mollyploofkins I mean has anyone in Portland been arrested for breaking into a federal building, pardoned for it, and then rearrested for plotting to kill the federal agents who investigated them and planning attacks on additional locations?

Sounds a little closer to terrorism https://t.co/20fJk30md6",0,0,terrorism OR extremist,2025-10-01T18:51:51.873533,mean portland arrest break federal building pardon rearreste plot kill federal agent investigate planning attack additional location sound little close terrorism,Negative
1973460809889259989,1423952235462070276,2025-10-01 18:51:36+00:00,"RT @Shehusky: Islamic terrorism in Nigeria has the backing of the government, Muslim traditional rulers, Muslim Clerics and security forces.",1120,0,terrorism OR extremist,2025-10-01T18:51:51.873533,rt islamic terrorism nigeria backing government muslim traditional ruler muslim cleric security force,Negative
1973460798874984649,1606648481002754052,2025-10-01 18:51:34+00:00,"RT @stillgray: Tommy Robinson goes before a state judge in just two weeks, accused under terrorism laws for refusing to unlock his phone at…",12,0,terrorism OR extremist,2025-10-01T18:51:51.873533,rt tommy robinson go state judge week accuse terrorism law refuse unlock phone,Negative
1973460794659549627,1341846414578618369,2025-10-01 18:51:33+00:00,"Israeli terrorism 
🔳 The world must act immediately. The safety of all volunteers on board is at risk. @MENAUncensored 
@BBCWorld @SkyNews @CNN @AJEnglish @Reuters @AP @guardian @nytimes @washingtonpost @france24_en @cnni @TRTWorld @Channel4News @MSNBC @TIME @Independent https://t.co/JPYnCXc2RA",0,0,terrorism OR extremist,2025-10-01T18:51:51.873533,israeli terrorism world act immediately safety volunteer board risk,Negative
1973460786224963950,86410896,2025-10-01 18:51:31+00:00,"RT @TheCradleMedia: Statement by Hamas:
——
""The statements of the terrorist war minister Katz, in which he declared that anyone remaining i…",76,0,terrorism OR extremist,2025-10-01T18:51:51.873533,rt statement hamas statement terrorist war minister katz declare remain,Negative
1973460785608401338,1363651327,2025-10-01 18:51:31+00:00,"#Panorama seeing criticism of officers off duty saying Islam is a problem and that muslims hate us, then catorgorised as racism, firstly its not racist as you cannot be racist to a religion, secondly I think Islam is definitely a problem as evidenced by terrorism offences",0,0,terrorism OR extremist,2025-10-01T18:51:51.873533,see criticism officer duty say islam problem muslims hate catorgorise racism firstly racist racist religion secondly think islam definitely problem evidence terrorism offence,Negative
1973460783712633022,1269068965688426496,2025-10-01 18:51:30+00:00,"RT @naretevduorp: Let's call it what it is. It's terrorism!

An unwell, unethical, mentally unstable President of the United States just to…",528,0,terrorism OR extremist,2025-10-01T18:51:51.873533,rt let terrorism unwell unethical mentally unstable president united states,Negative
1973460782760468648,41379478,2025-10-01 18:51:30+00:00,"RT @TRobinsonNewEra: In 2 weeks, the state is putting me on trial, again, this time using ""terrorism"" legislation.

And again, I will not b…",2862,0,terrorism OR extremist,2025-10-01T18:51:51.873533,rt week state put trial time terrorism legislation b,Negative
1973460780407464326,190251322,2025-10-01 18:51:29+00:00,"RT @MrAndyNgo: The @ADL said it was evidence of hate and white supremacy to be critical of Antifa. Antifa are good, they say.

Then after O…",1181,0,terrorism OR extremist,2025-10-01T18:51:51.874534,rt say evidence hate white supremacy critical antifa antifa good o,Negative
1973460779698667888,299869039,2025-10-01 18:51:29+00:00,"RT @TRobinsonNewEra: In 2 weeks, the state is putting me on trial, again, this time using ""terrorism"" legislation.

And again, I will not b…",2862,0,terrorism OR extremist,2025-10-01T18:51:51.874534,rt week state put trial time terrorism legislation b,Negative
1973460775894392936,1468810363311300609,2025-10-01 18:51:28+00:00,"RT @BelannF: ISN'T THIS THE DEMOCRAT PARTY'S RADICAL LEFT'S PLAYBOOK?  

""If violence can be cloaked in the language of ‘justice,’ then ter…",114,0,terrorism OR extremist,2025-10-01T18:51:51.874534,rt not democrat party radical lefts playbook violence cloak language justice ter,Negative
1973460765454770475,1325546811050881024,2025-10-01 18:51:26+00:00,"RT @TRobinsonNewEra: In 2 weeks, the state is putting me on trial, again, this time using ""terrorism"" legislation.

And again, I will not b…",2862,0,terrorism OR extremist,2025-10-01T18:51:51.874534,rt week state put trial time terrorism legislation b,Negative
1973460762292265192,440898994,2025-10-01 18:51:25+00:00,"RT @TRobinsonNewEra: In 2 weeks, the state is putting me on trial, again, this time using ""terrorism"" legislation.

And again, I will not b…",2862,0,terrorism OR extremist,2025-10-01T18:51:51.874534,rt week state put trial time terrorism legislation b,Negative
1973460757137502418,1927739701034950656,2025-10-01 18:51:24+00:00,"RT @pdxmoderate: @KatieDaviscourt Antifa scum needs to be permanently removed from the face of the earth. If PPB won’t enforce the law, pri…",0,0,terrorism OR extremist,2025-10-01T18:51:51.874534,rt antifa scum need permanently remove face earth ppb will not enforce law pri,Neutral
1973460750191747121,1921795835290927104,2025-10-01 18:51:22+00:00,"RT @_wake_up_USA: Many Liberals are now calling for Democrat Sen. John Fetterman to be primaried after he posted that ""left-wing terrorism…",1416,0,terrorism OR extremist,2025-10-01T18:51:51.874534,rt liberal call democrat sen john fetterman primarie post leftwe terrorism,Negative
1973460748753051942,1733219073830367233,2025-10-01 18:51:22+00:00,"RT @TRobinsonNewEra: In 2 weeks, the state is putting me on trial, again, this time using ""terrorism"" legislation.

And again, I will not b…",2862,0,terrorism OR extremist,2025-10-01T18:51:51.874534,rt week state put trial time terrorism legislation b,Negative
1973460747616395738,1807076480272535552,2025-10-01 18:51:22+00:00,"RT @SarahAllisonFl: ISIS - Islam
Taliban - Islam
Hezbollah - Islam
IRGC - Islam
Hamas - Islam
PKK - Islam
Boko Haram - Islam
Lashkar - Isla…",33,0,terrorism OR extremist,2025-10-01T18:51:51.874534,rt isis islam taliban islam hezbollah islam irgc islam hamas islam pkk islam boko haram islam lashkar isla,Neutral
1973460745762513303,1304022072587288576,2025-10-01 18:51:21+00:00,"@SpencerHakimian It should be named domestic terrorism to make fun of Dear Leader and his handler like this, and the constitution should be changed to reflect this.",0,0,terrorism OR extremist,2025-10-01T18:51:51.874534,name domestic terrorism fun dear leader handler like constitution change reflect,Positive
1973460735050260791,267934228,2025-10-01 18:51:19+00:00,"RT @StevenS13755: @HamasAtrocities Sponsor of terrorism with european money  , we did not vote for this . https://t.co/ZF2qhs4cBK",2,0,terrorism OR extremist,2025-10-01T18:51:51.874534,rt sponsor terrorism european money vote,Negative
1973460733544505396,1616770868046069760,2025-10-01 18:51:18+00:00,"RT @_wake_up_USA: Many Liberals are now calling for Democrat Sen. John Fetterman to be primaried after he posted that ""left-wing terrorism…",1416,0,terrorism OR extremist,2025-10-01T18:51:51.874534,rt liberal call democrat sen john fetterman primarie post leftwe terrorism,Negative
1973460729287045561,726872852968931328,2025-10-01 18:51:17+00:00,"Fact check:
Republicans hold the presidency and both houses of Congress, giving them major responsibility for the CR’s language and concessions. PolitiFact’s analysis emphasizes that GOP control doesn’t absolve them of blame.

Calling the shutdown “reckless” due to an extremist https://t.co/ttaHV8pcEE",0,0,terrorism OR extremist,2025-10-01T18:51:51.874534,fact check republican hold presidency house congress give major responsibility crs language concession politifact analysis emphasize gop control not absolve blame call shutdown reckless extremist,Negative
1973460727789920555,1073013776679497728,2025-10-01 18:51:17+00:00,"RT @TheCradleMedia: Statement by Hamas:
——
""The statements of the terrorist war minister Katz, in which he declared that anyone remaining i…",76,0,terrorism OR extremist,2025-10-01T18:51:51.874534,rt statement hamas statement terrorist war minister katz declare remain,Negative
1973460725189562587,1368456814409506816,2025-10-01 18:51:16+00:00,"RT @TRobinsonNewEra: In 2 weeks, the state is putting me on trial, again, this time using ""terrorism"" legislation.

And again, I will not b…",2862,0,terrorism OR extremist,2025-10-01T18:51:51.874534,rt week state put trial time terrorism legislation b,Negative
1973460720995254471,833492798061940736,2025-10-01 18:51:15+00:00,RT @AZMorningNews: What measures will be taken to secure Charlie Kirk's funeral on Sunday ? ABC News Crime and Terrorism analyst Brad Garre…,2,0,terrorism OR extremist,2025-10-01T18:51:51.874534,rt measure take secure charlie kirk funeral sunday abc news crime terrorism analyst brad garre,Negative
1973460713579659719,854007219888803841,2025-10-01 18:51:13+00:00,"RT @TRobinsonNewEra: In 2 weeks, the state is putting me on trial, again, this time using ""terrorism"" legislation.

And again, I will not b…",2862,0,terrorism OR extremist,2025-10-01T18:51:51.874534,rt week state put trial time terrorism legislation b,Negative
1973460707833504018,415431499,2025-10-01 18:51:12+00:00,"RT @TRobinsonNewEra: In 2 weeks, the state is putting me on trial, again, this time using ""terrorism"" legislation.

And again, I will not b…",2862,0,terrorism OR extremist,2025-10-01T18:51:51.874534,rt week state put trial time terrorism legislation b,Negative
1973460703454629916,1853042922314203136,2025-10-01 18:51:11+00:00,"RT @TRobinsonNewEra: In 2 weeks, the state is putting me on trial, again, this time using ""terrorism"" legislation.

And again, I will not b…",2862,0,terrorism OR extremist,2025-10-01T18:51:51.874534,rt week state put trial time terrorism legislation b,Negative
1973460699675500719,1854707104323387416,2025-10-01 18:51:10+00:00,RT @GasEthiopia: @Troubles_Truth Because terrorism is good and you're a little bitch https://t.co/Wm1XpMBZQL,7,0,terrorism OR extremist,2025-10-01T18:51:51.874534,rt terrorism good little bitch,Negative
1973460695204372984,529548442,2025-10-01 18:51:09+00:00,"RT @TRobinsonNewEra: In 2 weeks, the state is putting me on trial, again, this time using ""terrorism"" legislation.

And again, I will not b…",2862,0,terrorism OR extremist,2025-10-01T18:51:51.874534,rt week state put trial time terrorism legislation b,Negative
1973460693883212109,448313413,2025-10-01 18:51:09+00:00,"RT @TRobinsonNewEra: In 2 weeks, the state is putting me on trial, again, this time using ""terrorism"" legislation.

And again, I will not b…",2862,0,terrorism OR extremist,2025-10-01T18:51:51.874534,rt week state put trial time terrorism legislation b,Negative
1973460693799305600,1484330308115730433,2025-10-01 18:51:09+00:00,RT @I_Am_Ilemona: The Kwara attack is a sad reminder that we live in an unsafe country. It's a wake-up call for the Tinubu govt. We must co…,216,0,terrorism OR extremist,2025-10-01T18:51:51.874534,rt kwara attack sad reminder live unsafe country wakeup tinubu govt co,Negative
1973460682801815938,1118115029860200448,2025-10-01 18:51:06+00:00,"RT @GazaMartyrs: On this day 25 years ago, Israel executed the child Muhammad al-Durrah in Gaza live on air and broadcast to the entire wor…",10366,0,terrorism OR extremist,2025-10-01T18:51:51.874534,rt day year ago israel execute child muhammad aldurrah gaza live air broadcast entire wor,Neutral
1973460682445300122,1600186597219049472,2025-10-01 18:51:06+00:00,RT @TRobinsonNewEra: I face prison again in less than 2 weeks. On the 13th of October I will once again stand trial . This time the state h…,8410,0,terrorism OR extremist,2025-10-01T18:51:51.874534,rt face prison week th october stand trial time state h,Negative
1973460679022801387,1392329447899082756,2025-10-01 18:51:05+00:00,"RT @TRobinsonNewEra: In 2 weeks, the state is putting me on trial, again, this time using ""terrorism"" legislation.

And again, I will not b…",2862,0,terrorism OR extremist,2025-10-01T18:51:51.874534,rt week state put trial time terrorism legislation b,Negative
1973460678603346381,113905141,2025-10-01 18:51:05+00:00,RT @IndLibertarians: The customs department should totally be eliminated. We propose a zero tariff regime and only checking that can be jus…,11,0,terrorism OR extremist,2025-10-01T18:51:51.874534,rt customs department totally eliminate propose zero tariff regime check ju,Neutral
1973460676149719430,1715057442470670337,2025-10-01 18:51:04+00:00,"RT @rizwan_media: Unimaginable horror — Israel returned the body of a Palestinian martyr rigged with a bomb, detonating among mourners carr…",324,0,terrorism OR extremist,2025-10-01T18:51:51.874534,rt unimaginable horror israel return body palestinian martyr rig bomb detonate mourner carr,Negative
1973460669912719428,1689070507780370432,2025-10-01 18:51:03+00:00,"RT @TRobinsonNewEra: In 2 weeks, the state is putting me on trial, again, this time using ""terrorism"" legislation.

And again, I will not b…",2862,0,terrorism OR extremist,2025-10-01T18:51:51.874534,rt week state put trial time terrorism legislation b,Negative
1973460657547911588,1586899824703639554,2025-10-01 18:51:00+00:00,"RT @TRobinsonNewEra: In 2 weeks, the state is putting me on trial, again, this time using ""terrorism"" legislation.

And again, I will not b…",2862,0,terrorism OR extremist,2025-10-01T18:51:51.874534,rt week state put trial time terrorism legislation b,Negative
1973460657061371947,1683064877923835906,2025-10-01 18:51:00+00:00,"RT @AbedAlmaala: I wish all the Jewish people in the Kingdom of Israel and all over the world happiness and success, and may it be a year o…",1,0,terrorism OR extremist,2025-10-01T18:51:51.874534,rt wish jewish people kingdom israel world happiness success year o,Positive
1973460654213464538,545353327,2025-10-01 18:50:59+00:00,RT @TVMohandasPai: Madame @nsitharaman this is not acceptable. You have failed to stamp out systemic corruption in our ports. Please stop t…,808,0,terrorism OR extremist,2025-10-01T18:51:51.874534,rt madame acceptable fail stamp systemic corruption port stop t,Negative
1973460650518323343,1228624758,2025-10-01 18:50:58+00:00,@OldGloryClub Nah this is a giant middle finger to leftist terrorism and says that we will continue to resist them.,0,0,terrorism OR extremist,2025-10-01T18:51:51.874534,nah giant middle finger leftist terrorism say continue resist,Negative
1973460647825506447,1878474686914285568,2025-10-01 18:50:58+00:00,"RT @TRobinsonNewEra: In 2 weeks, the state is putting me on trial, again, this time using ""terrorism"" legislation.

And again, I will not b…",2862,0,terrorism OR extremist,2025-10-01T18:51:51.874534,rt week state put trial time terrorism legislation b,Negative
1973460646609174578,1959732835427995648,2025-10-01 18:50:57+00:00,"RT @TRobinsonNewEra: In 2 weeks, the state is putting me on trial, again, this time using ""terrorism"" legislation.

And again, I will not b…",2862,0,terrorism OR extremist,2025-10-01T18:51:51.874534,rt week state put trial time terrorism legislation b,Negative
1973460646378557878,1848786820428877824,2025-10-01 18:50:57+00:00,"@RyanRozbiani In other words, 12 hours until they start their own boat on fire &amp; blame “Israeli drones” again! 🙄

These performative activists are nothing but a dumpster fire of mental instability &amp; extremist politics. https://t.co/vUGuGEvtHm",0,0,terrorism OR extremist,2025-10-01T18:51:51.874534,word hour start boat fire amp blame israeli drone performative activist dumpster fire mental instability amp extremist politic,Negative
1973460634986766345,1587209123636346880,2025-10-01 18:50:55+00:00,"RT @TRobinsonNewEra: In 2 weeks, the state is putting me on trial, again, this time using ""terrorism"" legislation.

And again, I will not b…",2862,0,terrorism OR extremist,2025-10-01T18:51:51.874534,rt week state put trial time terrorism legislation b,Negative
1973460633707536518,1678534408591093764,2025-10-01 18:50:54+00:00,RT @damekatydenise_: More Toddler Terrorism &amp; Baby Bigotry; why was this miniature Hitler given a platform to spew her vile hatred against…,49,0,terrorism OR extremist,2025-10-01T18:51:51.874534,rt toddler terrorism amp baby bigotry miniature hitler give platform spew vile hatred,Negative
1973460625457291590,612052138,2025-10-01 18:50:52+00:00,"@Vinod_r108 @elonmusk Elon!!

Study these pictures. Over and over and over again. Commit them to memory.

Now tell yourself that your pal Putin her to this horrible ending. The country that you support led to this girl fleeing her own country for safety Remember that.

@elonmusk supports terrorism",0,0,terrorism OR extremist,2025-10-01T18:51:51.874534,elon study picture commit memory tell pal putin horrible end country support lead girl flee country safety remember support terrorism,Positive
1973460623142031586,1574453193131659273,2025-10-01 18:50:52+00:00,"RT @TRobinsonNewEra: In 2 weeks, the state is putting me on trial, again, this time using ""terrorism"" legislation.

And again, I will not b…",2862,0,terrorism OR extremist,2025-10-01T18:51:51.874534,rt week state put trial time terrorism legislation b,Negative
